Date,Open,High,Low,Close,Adj Close,Volume
2022-07-19,958.200012,974.000000,955.400024,960.650024,956.005615,1162631
2022-07-20,965.700012,982.950012,958.849976,981.500000,976.754761,1627220
2022-07-21,985.000000,989.500000,966.349976,968.500000,963.817627,1681422
2022-07-22,973.500000,976.500000,967.500000,972.099976,967.400208,977238
2022-07-25,976.000000,979.799988,955.049988,959.799988,955.159668,1024751
2022-07-26,959.950012,962.000000,944.500000,955.700012,951.079529,988405
2022-07-27,956.900024,976.250000,951.799988,974.049988,969.340820,904733
2022-07-28,977.000000,978.950012,964.200012,967.450012,962.772705,1043837
2022-07-29,973.700012,983.950012,953.000000,977.400024,972.674622,2941566
2022-08-01,990.000000,1031.000000,988.299988,1004.549988,999.693359,4647912
2022-08-02,1003.650024,1006.099976,992.000000,1004.200012,999.345032,1184696
2022-08-03,1010.000000,1028.750000,1004.500000,1011.849976,1006.958008,4052763
2022-08-04,1017.799988,1046.900024,1015.000000,1044.500000,1039.450195,2865077
2022-08-05,1040.000000,1045.949951,1032.000000,1034.199951,1029.199951,1561405
2022-08-08,1036.199951,1039.500000,1024.099976,1029.550049,1029.550049,767289
2022-08-10,1035.550049,1046.300049,1029.050049,1038.349976,1038.349976,1293683
2022-08-11,1040.500000,1049.000000,1035.000000,1038.400024,1038.400024,838963
2022-08-12,1043.599976,1043.599976,1022.349976,1027.150024,1027.150024,1140717
2022-08-16,1027.150024,1036.000000,1025.250000,1034.550049,1034.550049,776409
2022-08-17,1039.750000,1042.949951,1024.199951,1025.750000,1025.750000,1102323
2022-08-18,1028.500000,1034.050049,1007.349976,1032.199951,1032.199951,1201720
2022-08-19,1029.050049,1036.599976,1020.099976,1030.099976,1030.099976,654004
2022-08-22,1016.000000,1029.849976,1015.500000,1022.549988,1022.549988,993053
2022-08-23,1010.200012,1046.800049,1010.200012,1040.650024,1040.650024,1868332
2022-08-24,1041.000000,1053.849976,1026.050049,1037.349976,1037.349976,1562062
2022-08-25,1043.949951,1043.949951,1020.549988,1025.750000,1025.750000,1112617
2022-08-26,1030.900024,1035.699951,1018.500000,1020.799988,1020.799988,1264070
2022-08-29,1000.000000,1024.000000,991.299988,1017.299988,1017.299988,1305557
2022-08-30,1018.500000,1042.199951,1016.099976,1038.449951,1038.449951,1571042
2022-09-01,1026.000000,1044.250000,1019.400024,1023.000000,1023.000000,1528731
2022-09-02,1024.000000,1031.199951,1012.049988,1015.599976,1015.599976,1655229
2022-09-05,1012.500000,1030.449951,1012.000000,1025.650024,1025.650024,1275368
2022-09-06,1025.000000,1042.000000,1024.900024,1040.849976,1040.849976,1369910
2022-09-07,1033.849976,1061.849976,1033.000000,1051.500000,1051.500000,2471263
2022-09-08,1058.500000,1059.750000,1044.000000,1056.050049,1056.050049,1755391
2022-09-09,1060.000000,1065.949951,1055.000000,1058.300049,1058.300049,1092235
2022-09-12,1058.300049,1068.500000,1057.099976,1064.750000,1064.750000,936787
2022-09-13,1057.050049,1063.000000,1052.650024,1058.900024,1058.900024,1144685
2022-09-14,1040.000000,1068.000000,1040.000000,1059.949951,1059.949951,998799
2022-09-15,1060.000000,1062.949951,1028.500000,1033.300049,1033.300049,927244
2022-09-16,1038.500000,1060.000000,1034.000000,1043.500000,1043.500000,2850439
2022-09-19,1043.949951,1043.949951,1015.000000,1036.300049,1036.300049,2073673
2022-09-20,1041.500000,1097.550049,1039.500000,1092.300049,1092.300049,2491392
2022-09-21,1100.000000,1101.849976,1064.250000,1070.400024,1070.400024,2283817
2022-09-22,1061.150024,1071.800049,1051.000000,1061.900024,1061.900024,1634304
2022-09-23,1067.250000,1093.000000,1063.250000,1068.099976,1068.099976,3268298
2022-09-26,1065.699951,1081.199951,1050.849976,1065.650024,1065.650024,1219450
2022-09-27,1070.949951,1104.900024,1069.000000,1098.699951,1098.699951,2343041
2022-09-28,1101.000000,1117.699951,1087.650024,1097.150024,1097.150024,3450534
2022-09-29,1100.550049,1121.650024,1088.099976,1115.849976,1115.849976,2093772
2022-09-30,1119.750000,1128.000000,1105.050049,1114.949951,1114.949951,1834565
2022-10-03,1116.800049,1144.900024,1115.000000,1130.750000,1130.750000,2601710
2022-10-04,1138.849976,1147.500000,1133.000000,1144.650024,1144.650024,1911413
2022-10-06,1150.400024,1150.400024,1124.000000,1134.449951,1134.449951,1561938
2022-10-07,1135.000000,1147.199951,1129.050049,1130.500000,1130.500000,1182984
2022-10-10,1110.000000,1131.500000,1110.000000,1118.849976,1118.849976,1583891
2022-10-11,1121.800049,1127.150024,1103.800049,1110.099976,1110.099976,1538943
2022-10-12,1111.599976,1118.050049,1099.199951,1108.449951,1108.449951,1231143
2022-10-13,1108.400024,1127.849976,1101.099976,1103.650024,1103.650024,1438932
2022-10-14,1115.099976,1120.000000,1105.400024,1108.900024,1108.900024,1131139
2022-10-17,1108.000000,1113.050049,1098.800049,1108.150024,1108.150024,1076392
2022-10-18,1113.699951,1130.199951,1110.300049,1125.849976,1125.849976,960283
2022-10-19,1131.500000,1145.000000,1119.099976,1122.000000,1122.000000,1300144
2022-10-20,1122.000000,1142.000000,1117.000000,1136.800049,1136.800049,1633570
2022-10-21,1136.800049,1148.000000,1132.500000,1134.750000,1134.750000,1349759
2022-10-24,1145.599976,1150.000000,1141.550049,1146.900024,1146.900024,129688
2022-10-25,1147.000000,1164.849976,1146.900024,1155.900024,1155.900024,2210622
2022-10-27,1169.949951,1180.099976,1156.300049,1165.900024,1165.900024,2359658
2022-10-28,1169.000000,1171.800049,1151.000000,1155.199951,1155.199951,1087865
2022-10-31,1161.000000,1177.849976,1159.050049,1167.400024,1167.400024,1554670
2022-11-01,1167.500000,1185.250000,1163.599976,1173.400024,1173.400024,1491658
2022-11-02,1173.550049,1178.400024,1156.199951,1159.250000,1159.250000,1479828
2022-11-03,1152.199951,1176.000000,1151.099976,1163.099976,1163.099976,1992697
2022-11-04,1167.849976,1175.250000,1141.000000,1146.099976,1146.099976,1712836
2022-11-07,1146.099976,1152.000000,1116.500000,1130.900024,1130.900024,2006468
2022-11-09,1141.099976,1154.949951,1125.000000,1129.400024,1129.400024,2068940
2022-11-10,1130.000000,1152.000000,1119.000000,1122.300049,1122.300049,2028565
2022-11-11,1130.000000,1143.849976,1116.650024,1121.400024,1121.400024,1513809
2022-11-14,1124.500000,1133.599976,1118.199951,1129.500000,1129.500000,1501491
2022-11-15,1134.949951,1134.949951,1110.849976,1118.750000,1118.750000,1262746
2022-11-16,1120.949951,1136.449951,1117.250000,1121.199951,1121.199951,1649021
2022-11-17,1125.000000,1132.449951,1116.449951,1119.500000,1119.500000,1270387
2022-11-18,1124.000000,1127.050049,1099.449951,1102.400024,1102.400024,1486381
2022-11-21,1104.949951,1108.199951,1093.750000,1104.449951,1104.449951,1488424
2022-11-22,1107.449951,1109.699951,1097.199951,1104.099976,1104.099976,1302811
2022-11-23,1108.900024,1124.550049,1098.650024,1108.000000,1108.000000,2192276
2022-11-24,1113.550049,1117.650024,1092.400024,1095.349976,1095.349976,2933085
2022-11-25,1093.050049,1107.000000,1078.500000,1105.349976,1105.349976,1454838
2022-11-28,1100.000000,1110.000000,1094.099976,1101.750000,1101.750000,673339
2022-11-29,1106.000000,1125.849976,1105.000000,1121.150024,1121.150024,1899345
2022-11-30,1121.150024,1149.000000,1120.000000,1139.650024,1139.650024,2680903
2022-12-01,1145.000000,1145.199951,1117.000000,1124.900024,1124.900024,1360439
2022-12-02,1124.900024,1124.900024,1099.000000,1114.349976,1114.349976,2586376
2022-12-05,1114.349976,1122.550049,1108.150024,1115.349976,1115.349976,1236554
2022-12-06,1115.000000,1117.800049,1103.400024,1109.599976,1109.599976,1180968
2022-12-07,1111.000000,1122.650024,1103.400024,1105.300049,1105.300049,1031921
2022-12-08,1109.199951,1113.000000,1103.150024,1107.500000,1107.500000,808315
2022-12-09,1115.000000,1115.849976,1101.099976,1107.900024,1107.900024,994866
2022-12-12,1105.000000,1110.000000,1093.099976,1096.800049,1096.800049,1544297
2022-12-13,1096.949951,1112.500000,1088.199951,1109.900024,1109.900024,1282727
2022-12-14,1114.000000,1119.000000,1106.150024,1112.699951,1112.699951,1013627
2022-12-15,1111.199951,1118.099976,1099.349976,1101.800049,1101.800049,710477
2022-12-16,1096.300049,1108.000000,1086.099976,1089.400024,1089.400024,1309491
2022-12-19,1090.349976,1100.500000,1084.449951,1096.650024,1096.650024,779326
2022-12-20,1096.000000,1097.400024,1088.449951,1091.150024,1091.150024,795748
2022-12-21,1096.099976,1130.000000,1085.650024,1128.000000,1128.000000,3224730
2022-12-22,1135.000000,1147.349976,1117.050049,1122.449951,1122.449951,2070809
2022-12-23,1121.000000,1146.949951,1113.199951,1119.150024,1119.150024,2773210
2022-12-26,1127.000000,1135.000000,1094.000000,1096.500000,1096.500000,1279529
2022-12-27,1094.050049,1104.900024,1090.099976,1095.849976,1095.849976,1209316
2022-12-28,1094.000000,1103.150024,1084.099976,1085.800049,1085.800049,872940
2022-12-29,1086.000000,1098.000000,1070.000000,1087.550049,1087.550049,1625961
2022-12-30,1094.949951,1095.000000,1073.500000,1075.949951,1075.949951,1185711
2023-01-02,1080.250000,1082.000000,1063.849976,1070.949951,1070.949951,895053
2023-01-03,1070.050049,1080.949951,1066.400024,1075.900024,1075.900024,952230
2023-01-04,1078.949951,1081.949951,1063.949951,1066.900024,1066.900024,1369415
2023-01-05,1075.000000,1093.199951,1067.400024,1088.349976,1088.349976,1605744
2023-01-06,1088.349976,1093.099976,1073.500000,1076.349976,1076.349976,824772
2023-01-09,1081.750000,1096.949951,1076.900024,1087.449951,1087.449951,893437
2023-01-10,1086.500000,1090.250000,1074.849976,1078.699951,1078.699951,594426
2023-01-11,1078.699951,1083.949951,1043.000000,1047.599976,1047.599976,2168577
2023-01-12,1052.800049,1064.099976,1043.150024,1061.150024,1061.150024,1188988
2023-01-13,1064.000000,1070.599976,1053.250000,1067.750000,1067.750000,1089004
2023-01-16,1070.500000,1074.699951,1051.000000,1059.599976,1059.599976,825308
2023-01-17,1062.800049,1071.099976,1053.349976,1069.099976,1069.099976,762941
2023-01-18,1068.900024,1072.000000,1059.349976,1063.400024,1063.400024,1299797
2023-01-19,1063.500000,1069.599976,1058.550049,1064.849976,1064.849976,376954
2023-01-20,1067.000000,1067.000000,1050.449951,1053.449951,1053.449951,954230
2023-01-23,1053.400024,1064.250000,1050.699951,1062.550049,1062.550049,750581
2023-01-24,1065.000000,1074.900024,1055.050049,1062.150024,1062.150024,712627
2023-01-25,1064.900024,1068.250000,1020.000000,1035.250000,1035.250000,2226483
2023-01-27,1023.250000,1072.949951,1023.250000,1047.250000,1047.250000,2947920
2023-01-30,1057.000000,1057.000000,1028.500000,1034.400024,1034.400024,2118395
2023-01-31,1043.000000,1043.000000,1007.500000,1017.950012,1017.950012,2705095
2023-02-01,1019.000000,1035.900024,1015.099976,1032.050049,1032.050049,1598213
2023-02-02,1026.099976,1032.800049,1017.299988,1025.300049,1025.300049,1291262
2023-02-03,1022.000000,1027.800049,1010.500000,1022.299988,1022.299988,1617105
2023-02-06,1020.000000,1033.599976,1010.150024,1029.800049,1029.800049,979035
2023-02-07,1029.800049,1034.849976,1021.299988,1031.300049,1031.300049,965322
2023-02-08,1035.000000,1041.199951,1019.150024,1039.099976,1039.099976,746863
2023-02-09,1025.300049,1044.599976,1020.000000,1021.500000,1021.500000,1331902
2023-02-10,1021.000000,1036.849976,1015.049988,1033.199951,1033.199951,1106858
2023-02-13,1036.000000,1040.599976,1019.000000,1021.950012,1021.950012,1042379
2023-02-14,1026.699951,1032.449951,1017.599976,1028.349976,1028.349976,759416
2023-02-15,1026.849976,1033.449951,1016.099976,1030.800049,1030.800049,662924
2023-02-16,1031.750000,1038.000000,1028.349976,1035.500000,1035.500000,667265
2023-02-17,1035.500000,1035.750000,1021.150024,1025.750000,1025.750000,1509783
2023-02-20,998.000000,998.000000,955.250000,964.000000,964.000000,5829572
2023-02-21,969.799988,979.099976,963.500000,965.950012,965.950012,2042234
2023-02-22,966.599976,972.799988,959.049988,962.549988,962.549988,1602953
2023-02-23,965.000000,967.450012,956.000000,960.299988,960.299988,1216409
2023-02-24,961.099976,966.000000,955.000000,961.799988,961.799988,1585383
2023-02-27,965.599976,968.599976,948.650024,950.200012,950.200012,1377270
2023-02-28,945.900024,945.900024,903.099976,906.400024,906.400024,5380673
2023-03-01,907.799988,910.250000,896.000000,899.599976,899.599976,3496231
2023-03-02,901.950012,903.000000,884.500000,886.450012,886.450012,1887367
2023-03-03,891.000000,892.000000,877.000000,878.650024,878.650024,1892639
2023-03-06,885.000000,885.549988,869.049988,880.900024,880.900024,4090356
